refArea,PercentageofEducationlevelofresidents-illeterate,PercentageofSchooldropout,Observation URI,references,PercentageofEducationlevelofresidents-university,publisher,PercentageofEducationlevelofresidents-secondary,PercentageofEducationlevelofresidents-intermediate,PercentageofEducationlevelofresidents-vocational,PercentageofEducationlevelofresidents-elementary,PercentageofEducationlevelofresidents-highereducation,Town,dataset
http://dbpedia.org/resource/Keserwan_District,5e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beqaata+Kanaan,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2.5e+01,1e+01,1.5e+01,1e+01,5e+00,Beqaata Kanaan,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,2e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berbara+Aakkar,https://impact.cib.gov.lb/home#open_data_section,1e+00,Impact Open Data,2e+01,7e+01,2e+00,4e+00,1e+00,Berbara Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,5e+00,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berbara+Jbeil,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,3e+01,1e+01,1e+01,1e+01,5e+00,Berbara Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Bsharri_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berhalioun,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Berhalioun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berti,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,1e+01,2e+01,1e+01,2e+01,Berti,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0e+00,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beslouqit,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2e+01,1.8e+01,2e+01,2e+00,Beslouqit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Besri+Jezzine,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2.5e+01,2e+01,2e+01,1e+01,5e+00,Besri Jezzine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Tyre_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bestiyat,https://impact.cib.gov.lb/home#open_data_section,0e+00,Impact Open Data,0e+00,0e+00,0e+00,0e+00,0e+00,Bestiyat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bezbina,https://impact.cib.gov.lb/home#open_data_section,4e+01,Impact Open Data,1.5e+01,2e+01,4e+00,2e+01,1e+00,Bezbina,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bhamdoun+Ed-Dayaa,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Bhamdoun Ed-Dayaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bhamdoun+El-Mhatta,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2.5e+01,2.8e+01,7e+00,5e+00,5e+00,Bhamdoun El-Mhatta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Matn_District,5e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bhersaf,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2e+01,5e+00,2e+01,1e+01,Bhersaf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0e+00,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bichtlida,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,5e+00,3.5e+01,1e+01,4e+01,5e+00,Bichtlida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bijdarfil,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2.3e+01,1.5e+01,2e+01,1e+01,2e+00,Bijdarfil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Matn_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bikfaya,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Bikfaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,1e+00,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Binnay,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2.5e+01,1e+01,2e+01,4e+00,Binnay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,2e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bintaael,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1e+01,2.5e+01,2e+00,2.5e+01,1.6e+01,Bintaael,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,5e+00,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Biret+Aakkar,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,2e+01,1e+01,3e+01,5e+00,Biret Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Beqaa_Governorate,1e+01,2.7e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Biret+Rachaya,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,1e+01,3e+01,3e+00,4e+01,2e+00,Biret Rachaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bisrin,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,1e+01,0e+00,4e+01,0e+00,2e+01,Bisrin,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,5e+00,3e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bissariyeh,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,1e+01,2e+01,5e+00,2e+01,Bissariyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Tyre_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Biyad,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Biyad,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bizhel,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,2e+01,2e+01,1e+01,4.5e+01,0e+00,Bizhel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/South_Governorate,5e-01,5e-01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bkassine,https://impact.cib.gov.lb/home#open_data_section,5.5e+01,Impact Open Data,1e+01,1.2e+01,1e+01,1e+01,2.5e+00,Bkassine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/North_Governorate,1e+00,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bkeftine,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,3e+01,1e+01,2.8e+01,1e+00,Bkeftine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,3e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bkhichtay,https://impact.cib.gov.lb/home#open_data_section,3.5e+01,Impact Open Data,1e+01,1e+01,3e+00,3.5e+01,4e+00,Bkhichtay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Bsharri_District,5e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blaouza,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,5e+00,4.8e+01,1e+01,1e+01,2e+00,Blaouza,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blat+Marjaayoun,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Blat Marjaayoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blaybel,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2.8e+01,2e+00,2.5e+01,5e+00,Blaybel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,1e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blida,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2e+01,5e+00,2e+01,5e+00,Blida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,5e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bmahray,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2.5e+01,2.5e+01,1e+01,2e+01,5e+00,Bmahray,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,2e+01,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bmakine,https://impact.cib.gov.lb/home#open_data_section,2e+00,Impact Open Data,1e+01,8e+00,1e+01,5e+01,0e+00,Bmakine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0e+00,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bmaryam,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1.5e+01,3e+01,1e+01,2e+01,5e+00,Bmaryam,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,1e+00,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bnaafoul,https://impact.cib.gov.lb/home#open_data_section,1.3e+01,Impact Open Data,2e+01,5e+01,4e+00,1e+01,2e+00,Bnaafoul,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Matn_District,1e+01,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bnabil,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,1.5e+01,2e+00,1e+01,5e+00,Bnabil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/North_Governorate,3e+00,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bnehran,https://impact.cib.gov.lb/home#open_data_section,1.7e+01,Impact Open Data,1.5e+01,2.2e+01,2.5e+01,1.5e+01,3e+00,Bnehran,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,5e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bnoueiti,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,1.5e+01,1e+01,2.5e+01,5e+00,Bnoueiti,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bohayra,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Bohayra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bohwara,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,4.5e+01,3.5e+01,0e+00,1e+01,0e+00,Bohwara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+Aakkar,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2.5e+01,2e+01,1e+01,1e+01,5e+00,Borj Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+El-Moulouk,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,2e+01,1.5e+01,5e+00,2e+01,2.5e+01,Borj El-Moulouk,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,2e+00,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+El-Yahoudiyeh,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,3e+01,3e+01,7e+00,1e+00,Borj El-Yahoudiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Tyre_District,3.5e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+En-Naqoura,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,8e+00,2.5e+01,5e+00,2e+01,2e+00,Borj En-Naqoura,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Tyre_District,8e+00,7e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+Rahhal,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,2.5e+01,9e+00,2e+01,9e+00,4e+00,Borj Rahhal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Bint_Jbeil_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+qalaouiyeh,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Borj qalaouiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Botmeh,https://impact.cib.gov.lb/home#open_data_section,1.2e+01,Impact Open Data,1e+01,5e+01,2e+01,5e+00,3e+00,Botmeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,2e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bouaida,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,4e+01,2e+01,5e+00,5e+00,1.3e+01,Bouaida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,2e+00,4e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bouar,https://impact.cib.gov.lb/home#open_data_section,2.1e+01,Impact Open Data,3e+01,1.5e+01,2e+01,1e+01,2e+00,Bouar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,1e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bouarej,https://impact.cib.gov.lb/home#open_data_section,6e+00,Impact Open Data,1e+01,3e+01,1e+00,5e+01,2e+00,Bouarej,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Boulhos,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Boulhos,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,5e+00,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bourj+El+Arab,https://impact.cib.gov.lb/home#open_data_section,1.7e+01,Impact Open Data,3e+01,2e+01,1.5e+01,1e+01,3e+00,Bourj El Arab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,1e+01,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bourj+El-Brajneh,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,1e+01,2.5e+01,1e+01,3.5e+01,5e+00,Bourj El-Brajneh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Matn_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bourj+Hammoud,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Bourj Hammoud,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,5e+00,3e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bourjein,https://impact.cib.gov.lb/home#open_data_section,5e+01,Impact Open Data,5e+00,1e+01,5e+00,1e+01,1.5e+01,Bourjein,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,1e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Boussit,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,4e+01,2.5e+01,3e+00,8e+00,3e+00,Boussit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Tyre_District,5e+00,3e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Boustane,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,3e+01,1e+01,2e+01,5e+00,Boustane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,5e+00,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Boustane+Heresh,https://impact.cib.gov.lb/home#open_data_section,4e+00,Impact Open Data,1.5e+01,3e+01,5e+00,4e+01,1e+00,Boustane Heresh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Boutchay,https://impact.cib.gov.lb/home#open_data_section,0e+00,Impact Open Data,0e+00,0e+00,0e+00,0e+00,1e+02,Boutchay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Bsharri_District,1e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bqaa+Kafra,https://impact.cib.gov.lb/home#open_data_section,7.5e+01,Impact Open Data,5e+00,6e+00,5e+00,3e+00,5e+00,Bqaa Kafra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bqaa+Sefrine,https://impact.cib.gov.lb/home#open_data_section,8e+00,Impact Open Data,2e+01,2e+01,1e+01,3e+01,2e+00,Bqaa Sefrine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,2e+00,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bqaatouta,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1e+01,2.8e+01,2e+01,5e+00,1.5e+01,Bqaatouta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bqarsouna,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Bqarsouna,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Bsharri_District,2e+00,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bqerqacha,https://impact.cib.gov.lb/home#open_data_section,5.5e+01,Impact Open Data,1e+01,5e+00,2.5e+01,2e+00,1e+00,Bqerqacha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,5e+00,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bqerzla,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,1.5e+01,1.5e+01,1.5e+01,2.5e+01,0e+00,Bqerzla,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,5e+00,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bqosta,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,2.1e+01,2.2e+01,1e+01,2.2e+01,5e+00,Bqosta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,5e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Braiqeaa,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,2e+01,2e+01,2e+01,1e+01,1e+01,Braiqeaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bramiyeh,https://impact.cib.gov.lb/home#open_data_section,6e+01,Impact Open Data,2e+01,0e+00,1e+01,0e+00,1e+01,Bramiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Bsharri_District,5e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Breissat,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1.5e+01,3e+01,5e+00,2e+01,5e+00,Breissat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,2e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Brih,https://impact.cib.gov.lb/home#open_data_section,1.8e+01,Impact Open Data,3e+01,3e+01,5e+00,1e+01,5e+00,Brih,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Brital,https://impact.cib.gov.lb/home#open_data_section,6e+00,Impact Open Data,9e+00,1.5e+01,4e+00,5.3e+01,3e+00,Brital,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Matn_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Broummana+El-Matn,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Broummana El-Matn,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,3e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bsaba+Baabda,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2.1e+01,2e+01,5e+00,2e+01,1e+00,Bsaba Baabda,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
